ensembl_id,gene_name,gene_type
ENSG00000290533,,lncRNA
ENSG00000276254,KIR2DS4,unprocessed_pseudogene
ENSG00000263057,KRT20,protein_coding
ENSG00000274780,PHRF1,protein_coding
ENSG00000274404,GOLGA6L22,protein_coding
ENSG00000282201,,lncRNA
ENSG00000275062,KIR3DL3,protein_coding
ENSG00000275338,RAB11FIP3,protein_coding
ENSG00000262068,KRTAP3-1,protein_coding
ENSG00000277389,KRTAP5-6,protein_coding
ENSG00000281537,,processed_pseudogene
ENSG00000281828,HERC2P7,unprocessed_pseudogene
ENSG00000263296,KRTAP3-2,protein_coding
ENSG00000280585,KRTAP5-1,protein_coding
ENSG00000281846,SPATA31E3P,unprocessed_pseudogene
ENSG00000278620,KRTAP5-4,protein_coding
ENSG00000281422,,unprocessed_pseudogene
ENSG00000280700,MPHOSPH10P9,unprocessed_pseudogene
ENSG00000281976,ADAMTS7P1,transcribed_unprocessed_pseudogene
ENSG00000262121,KRTAP4-9,protein_coding
ENSG00000276062,Metazoa_SRP,misc_RNA
ENSG00000276377,Metazoa_SRP,misc_RNA
ENSG00000263160,TMEM50B,protein_coding
ENSG00000278429,GOLGA8EP,transcribed_unprocessed_pseudogene
ENSG00000263091,KRTAP2-4,protein_coding
ENSG00000277033,B3GNTL1,protein_coding
ENSG00000264450,,lncRNA
ENSG00000278302,KRTAP5-5,protein_coding
ENSG00000263309,KRT23,protein_coding
ENSG00000275037,KIR3DS1,protein_coding
ENSG00000281261,FAM99A,lncRNA
ENSG00000290481,,lncRNA
ENSG00000281633,LINC02708,lncRNA
ENSG00000281176,KRTAP5-AS1,lncRNA
ENSG00000278063,U6,snRNA
ENSG00000277691,,transcribed_unprocessed_pseudogene
ENSG00000291160,,lncRNA
ENSG00000290451,,lncRNA
ENSG00000281111,,lncRNA
ENSG00000280787,HERC2P2,transcribed_unprocessed_pseudogene
ENSG00000278165,DUSP8,protein_coding
ENSG00000281216,KIF26B,protein_coding
ENSG00000282377,,transcribed_unprocessed_pseudogene
ENSG00000291161,,lncRNA
ENSG00000282084,UBE2Q2P2,transcribed_unprocessed_pseudogene
ENSG00000290487,,lncRNA
ENSG00000281829,FAM99B,lncRNA
ENSG00000281618,IFITM10,protein_coding
ENSG00000277982,KIR3DL2,protein_coding
ENSG00000291162,UBE2Q2P2,lncRNA
ENSG00000281191,KRTAP5-3,protein_coding
ENSG00000281533,KRTAP5-2,protein_coding
ENSG00000281356,GOLGA8IP,transcribed_unprocessed_pseudogene
ENSG00000290526,GOLGA8IP,lncRNA
ENSG00000275456,KIR2DL4,protein_coding
ENSG00000281687,SDHAP2,transcribed_unprocessed_pseudogene
ENSG00000281060,MUC20-OT1,lncRNA
ENSG00000282378,,transcribed_unprocessed_pseudogene
ENSG00000282485,LINC00235,lncRNA
ENSG00000277175,KIR3DL1,protein_coding
ENSG00000282214,CAPN15,lncRNA
ENSG00000263314,,lncRNA
ENSG00000274018,Y_RNA,misc_RNA
ENSG00000262845,KRT40,protein_coding
ENSG00000275987,U1,snRNA
ENSG00000268674,,protein_coding
ENSG00000277475,,protein_coding
ENSG00000263141,PAXBP1,protein_coding
ENSG00000275405,U1,snRNA
ENSG00000278633,,protein_coding
ENSG00000278066,,pseudogene
ENSG00000262808,KRTAP1-1,protein_coding
ENSG00000262731,,protein_coding
ENSG00000262938,C21orf62,protein_coding
ENSG00000263229,KRTAP4-11,protein_coding
ENSG00000262487,,lncRNA
ENSG00000262376,KRTAP2-5P,unprocessed_pseudogene
ENSG00000262347,KRTAP1-3,protein_coding
ENSG00000278411,U6,snRNA
ENSG00000262520,KRTAP4-16,protein_coding
ENSG00000263243,KRT12,protein_coding
ENSG00000263140,C21orf62-AS1,lncRNA
ENSG00000281758,KCNIP4,protein_coding
ENSG00000275008,KIR2DL3,protein_coding
ENSG00000281559,,processed_pseudogene
ENSG00000261862,KRTAP1-5,protein_coding
ENSG00000275599,KIR2DS3,protein_coding
ENSG00000280838,,lncRNA
ENSG00000262164,KRT39,protein_coding
ENSG00000280072,,TEC
ENSG00000281470,,lncRNA
ENSG00000274283,KIR3DS1,protein_coding
ENSG00000278432,,unprocessed_pseudogene
ENSG00000262616,KRTAP3-4P,unprocessed_pseudogene
ENSG00000276731,KIR2DL2,protein_coding
ENSG00000261852,KRTAP2-1,protein_coding
ENSG00000277848,MEGF11,protein_coding
ENSG00000263127,RPL4P5,processed_pseudogene
ENSG00000277894,LILRP1,unprocessed_pseudogene
ENSG00000263101,KRTAP3-3,protein_coding
ENSG00000276279,KIR2DP1,unprocessed_pseudogene
ENSG00000262862,KRTAP2-3,protein_coding
ENSG00000276177,KIR2DL5A,protein_coding
ENSG00000263236,KRTAP4-12,protein_coding
ENSG00000263242,KRTAP1-4,protein_coding
ENSG00000266286,,protein_coding
ENSG00000274394,KIR3DL3,protein_coding
ENSG00000261968,KRTAP4-8,protein_coding
ENSG00000262159,RPS6P22,processed_pseudogene
ENSG00000262592,LRIG3-DT,lncRNA
ENSG00000262036,,processed_pseudogene
ENSG00000280909,SDHAP2,transcribed_unprocessed_pseudogene
ENSG00000280629,,lncRNA
ENSG00000281798,,processed_pseudogene
ENSG00000276016,ABR,protein_coding
ENSG00000280993,MUC20-OT1,lncRNA
ENSG00000273666,LILRP2,transcribed_processed_pseudogene
ENSG00000277251,KIR2DL2,protein_coding
ENSG00000275522,KIR2DL1,protein_coding
ENSG00000274623,U6,snRNA
ENSG00000274763,KIR3DL3,protein_coding
ENSG00000278691,KIR3DP1,transcribed_unprocessed_pseudogene
ENSG00000280983,,unprocessed_pseudogene
ENSG00000290570,,lncRNA
ENSG00000275247,,unprocessed_pseudogene
ENSG00000277429,SERF1B,protein_coding
ENSG00000277729,,unprocessed_pseudogene
ENSG00000278304,KIR2DS1,protein_coding
ENSG00000277844,DIS3L-AS1,lncRNA
ENSG00000282280,,lncRNA
ENSG00000276686,KIR2DL5A,protein_coding
ENSG00000275873,LMNTD2,protein_coding
ENSG00000278201,KIR2DL4,protein_coding
ENSG00000276896,GOLGA8F,protein_coding
ENSG00000273785,CYP2D8P,unprocessed_pseudogene
ENSG00000285263,,lncRNA
ENSG00000275623,KIR2DL3,protein_coding
ENSG00000276068,NAIP,protein_coding
ENSG00000280750,,lncRNA
ENSG00000280613,NDUFA6-DT,lncRNA
ENSG00000277642,U6,snRNA
ENSG00000275593,KIR3DP1,transcribed_unprocessed_pseudogene
ENSG00000278846,OLA1P1,processed_pseudogene
ENSG00000290465,,lncRNA
ENSG00000280556,,lncRNA
ENSG00000280880,,lncRNA
ENSG00000281542,,lncRNA
ENSG00000277365,NDUFA6,protein_coding
ENSG00000278427,KIR3DL1,protein_coding
ENSG00000281794,MUC20-OT1,lncRNA
ENSG00000282810,MIR210HG,lncRNA
ENSG00000273936,TNFRSF14,protein_coding
ENSG00000282090,HERC2P11,unprocessed_pseudogene
ENSG00000275430,MUC20,protein_coding
ENSG00000274112,SMDT1,protein_coding
ENSG00000280821,,lncRNA
ENSG00000276143,,processed_pseudogene
ENSG00000276230,RNH1,protein_coding
ENSG00000275855,,unprocessed_pseudogene
ENSG00000272835,SMDT1,protein_coding
ENSG00000282126,,processed_pseudogene
ENSG00000273651,GOLGA8G,protein_coding
ENSG00000282113,,lncRNA
ENSG00000275211,CYP2D6,protein_coding
ENSG00000282114,LINC00824,lncRNA
ENSG00000273194,OLA1P1,processed_pseudogene
ENSG00000273397,NDUFA6,protein_coding
ENSG00000281104,,lncRNA
ENSG00000277374,U1,snRNA
ENSG00000281901,,processed_pseudogene
ENSG00000281870,,lncRNA
ENSG00000280892,,lncRNA
ENSG00000276613,MUC4,protein_coding
ENSG00000281417,,processed_pseudogene
ENSG00000272000,,protein_coding
ENSG00000281603,MUC20-OT1,lncRNA
ENSG00000282429,,processed_pseudogene
ENSG00000278230,U6,snRNA
ENSG00000277271,,transcribed_unprocessed_pseudogene
ENSG00000290488,LILRP2,lncRNA
ENSG00000282329,MREGP1,processed_pseudogene
ENSG00000275428,,protein_coding
ENSG00000281742,MCCC2,protein_coding
ENSG00000272532,CYP2D6,protein_coding
ENSG00000272765,NDUFA6,protein_coding
ENSG00000282391,,processed_pseudogene
ENSG00000262024,TCF20,protein_coding
ENSG00000276371,SINHCAF,protein_coding
ENSG00000273635,,unprocessed_pseudogene
ENSG00000282531,,processed_pseudogene
ENSG00000276455,GOLGA6L22,unprocessed_pseudogene
ENSG00000281946,,unprocessed_pseudogene
ENSG00000274192,ABCB10P4,processed_pseudogene
ENSG00000276461,TCF20,protein_coding
ENSG00000273969,,processed_pseudogene
ENSG00000282058,,unprocessed_pseudogene
ENSG00000281651,KCNQ2-AS1,lncRNA
ENSG00000276485,GOLGA6L25,unprocessed_pseudogene
ENSG00000272901,SMDT1,protein_coding
ENSG00000281151,KCNQ2,protein_coding
ENSG00000282516,,processed_pseudogene
ENSG00000282731,,processed_pseudogene
ENSG00000282587,,processed_pseudogene
ENSG00000275253,KIR2DS2,protein_coding
ENSG00000277278,HERC2,protein_coding
ENSG00000275626,KIR3DL2,protein_coding
ENSG00000280811,NDUFA6-DT,lncRNA
ENSG00000280518,,unprocessed_pseudogene
ENSG00000273616,NDUFA6-DT,lncRNA
ENSG00000282388,,processed_pseudogene
ENSG00000274801,,unprocessed_pseudogene
ENSG00000282551,,processed_pseudogene
ENSG00000273670,LILRP1,unprocessed_pseudogene
ENSG00000274803,BDP1,protein_coding
ENSG00000282581,,processed_pseudogene
ENSG00000274476,KIR2DP1,unprocessed_pseudogene
ENSG00000276767,Metazoa_SRP,misc_RNA
ENSG00000282176,FLJ13224,lncRNA
ENSG00000274700,,protein_coding
ENSG00000274122,Metazoa_SRP,misc_RNA
ENSG00000272813,OLA1P1,processed_pseudogene
ENSG00000277456,,unprocessed_pseudogene
ENSG00000276005,,transcribed_unprocessed_pseudogene
ENSG00000290583,,lncRNA
ENSG00000262303,,lncRNA
ENSG00000278606,KIR2DL4,protein_coding
ENSG00000262055,CYP2D8P,unprocessed_pseudogene
ENSG00000273822,MUC4,protein_coding
ENSG00000263181,CYP2D7,protein_coding
ENSG00000280621,,lncRNA
ENSG00000275571,TTC34,protein_coding
ENSG00000278088,CYP2D7,protein_coding
ENSG00000281915,MUC20-OT1,lncRNA
ENSG00000281274,,lncRNA
ENSG00000281740,,lncRNA
ENSG00000277131,MMEL1,protein_coding
ENSG00000281800,ICE2P1,processed_pseudogene
ENSG00000276825,DRD4,protein_coding
ENSG00000281580,LINC01060,lncRNA
ENSG00000276084,KIR3DL3,protein_coding
ENSG00000229942,IFITM4P,processed_pseudogene
ENSG00000232997,ZNF90P2,processed_pseudogene
ENSG00000223898,OR11A1,protein_coding
ENSG00000282712,DEAF1,protein_coding
ENSG00000226832,OR2B3,protein_coding
ENSG00000233095,HLA-G,protein_coding
ENSG00000281482,RPL7AP27,processed_pseudogene
ENSG00000278501,TIMM22,protein_coding
ENSG00000278271,KIR2DL4,protein_coding
ENSG00000281300,NXN,protein_coding
ENSG00000275991,Metazoa_SRP,misc_RNA
ENSG00000281094,,lncRNA
ENSG00000276561,IRF7,protein_coding
ENSG00000278114,MUC20,protein_coding
ENSG00000275351,KIR2DS4,protein_coding
ENSG00000277833,KIR2DL1,protein_coding
ENSG00000280815,OR2AS2P,unprocessed_pseudogene
ENSG00000278659,OR2T6,protein_coding
ENSG00000275754,OR2T2,protein_coding
ENSG00000281914,,lncRNA
ENSG00000233636,OR2J3,protein_coding
ENSG00000275617,OR2T4,protein_coding
ENSG00000228840,RPS17P1,processed_pseudogene
ENSG00000243441,OR5V1,protein_coding
ENSG00000281489,OR2T7,protein_coding
ENSG00000273508,OR2T1,protein_coding
ENSG00000226109,,unprocessed_pseudogene
ENSG00000277113,OR2T3,protein_coding
ENSG00000278468,MUC4,protein_coding
ENSG00000230745,MICD,unprocessed_pseudogene
ENSG00000231320,OR2G1P,unprocessed_pseudogene
ENSG00000276798,LILRA4,protein_coding
ENSG00000234100,OR14J1,protein_coding
ENSG00000234980,WASF5P,processed_pseudogene
ENSG00000275102,OR2T5,protein_coding
ENSG00000275349,SMN1,protein_coding
ENSG00000224131,,processed_pseudogene
ENSG00000223851,PTMAP1,processed_pseudogene
ENSG00000281658,,lncRNA
ENSG00000237258,OR11A1,protein_coding
ENSG00000225188,LINC03003,lncRNA
ENSG00000239741,LY6G6F,protein_coding
ENSG00000274254,KIR3DL3,protein_coding
ENSG00000280865,,processed_pseudogene
ENSG00000273323,NOP56P1,processed_pseudogene
ENSG00000280521,SDHAP2,transcribed_unprocessed_pseudogene
ENSG00000236934,LINC02569,lncRNA
ENSG00000224241,TMEM183AP1,processed_pseudogene
ENSG00000276163,LAIR1,protein_coding
ENSG00000231094,PSORS1C1,protein_coding
ENSG00000218297,OR2J4P,unprocessed_pseudogene
ENSG00000272907,,lncRNA
ENSG00000234893,HCG18,lncRNA
ENSG00000277753,MUC20,protein_coding
ENSG00000281038,OR8U9,protein_coding
ENSG00000263150,OR8J2,protein_coding
ENSG00000281773,FAM8A2P,unprocessed_pseudogene
ENSG00000281819,NAA50P1,processed_pseudogene
ENSG00000262315,OR8U8,protein_coding
ENSG00000280577,OR8L1P,unprocessed_pseudogene
ENSG00000261905,,unprocessed_pseudogene
ENSG00000226727,HLA-T,unprocessed_pseudogene
ENSG00000261897,OR5T3,protein_coding
ENSG00000274402,KIR2DL3,protein_coding
ENSG00000228652,OR2W1,protein_coding
ENSG00000281650,,lncRNA
ENSG00000261893,CLK2,protein_coding
ENSG00000262851,OR5T2,protein_coding
ENSG00000236560,PPP1R11,protein_coding
ENSG00000276374,,processed_pseudogene
ENSG00000278688,,processed_pseudogene
ENSG00000281321,LINC02197,lncRNA
ENSG00000280617,OR8K2P,unprocessed_pseudogene
ENSG00000280712,OR8I1P,unprocessed_pseudogene
ENSG00000285240,,lncRNA
ENSG00000262755,OR8K3,protein_coding
ENSG00000281210,,lncRNA
ENSG00000280482,,lncRNA
ENSG00000262611,OR8H1,protein_coding
ENSG00000275581,SERF1A,protein_coding
ENSG00000273528,LILRP2,transcribed_processed_pseudogene
ENSG00000274971,,protein_coding
ENSG00000237010,HCG14,lncRNA
ENSG00000281821,,lncRNA
ENSG00000241124,,lncRNA
ENSG00000237544,MAS1LP1,unprocessed_pseudogene
ENSG00000280609,,TEC
ENSG00000228706,HCG4,unprocessed_pseudogene
ENSG00000275731,KIR2DS4,protein_coding
ENSG00000278303,MUC4,protein_coding
ENSG00000235666,SUMO2P1,processed_pseudogene
ENSG00000262784,OR5T1,protein_coding
ENSG00000281225,,lncRNA
ENSG00000278489,KRTAP5-2,protein_coding
ENSG00000236522,MDC1-AS1,lncRNA
ENSG00000280645,MMEL1-AS1,lncRNA
ENSG00000196299,POLR1HASP,lncRNA
ENSG00000275486,KIR3DL1,protein_coding
ENSG00000281240,LINC02708,lncRNA
ENSG00000281820,RPL5P29,processed_pseudogene
ENSG00000273494,PANK4,protein_coding
ENSG00000281783,FAM99B,lncRNA
ENSG00000263328,OR8K1,protein_coding
ENSG00000281733,FAM99A,lncRNA
ENSG00000262796,OR8J1,protein_coding
ENSG00000276512,,transcribed_unprocessed_pseudogene
ENSG00000223405,DDR1-DT,lncRNA
ENSG00000275920,KRTAP5-3,protein_coding
ENSG00000290505,LILRP2,lncRNA
ENSG00000272629,LINC01623,lncRNA
ENSG00000277068,KRTAP5-4,protein_coding
ENSG00000184494,NEU1,protein_coding
ENSG00000278210,KRTAP5-1,protein_coding
ENSG00000281645,,lncRNA
ENSG00000277291,KRTAP5-5,protein_coding
ENSG00000276536,HRAS,protein_coding
ENSG00000281801,KRTAP5-AS1,lncRNA
ENSG00000237366,OR2U1P,unprocessed_pseudogene
ENSG00000224925,OR2N1P,unprocessed_pseudogene
ENSG00000223687,ZNF311,protein_coding
ENSG00000273748,,protein_coding
ENSG00000273793,DUSP8,protein_coding
ENSG00000226494,RPL7P4,processed_pseudogene
ENSG00000237050,TRIM31-AS1,lncRNA
ENSG00000225567,OR2AD1P,unprocessed_pseudogene
ENSG00000237120,,processed_pseudogene
ENSG00000235668,,lncRNA
ENSG00000280840,PMCHL2,transcribed_unprocessed_pseudogene
ENSG00000290431,PMCHL2,lncRNA
ENSG00000206470,MAS1L,protein_coding
ENSG00000233465,RPL7AP7,processed_pseudogene
ENSG00000223448,LTB,protein_coding
ENSG00000206467,OR2H2,protein_coding
ENSG00000276565,,protein_coding
ENSG00000249032,LINC00533,lncRNA
ENSG00000226844,OR2U2P,unprocessed_pseudogene
ENSG00000237634,LINC01556,protein_coding
ENSG00000231257,ATAT1,protein_coding
ENSG00000236771,OR2N1P,unprocessed_pseudogene
ENSG00000235487,PSORS1C1,protein_coding
ENSG00000224446,LINC01015,lncRNA
ENSG00000235754,APOM,protein_coding
ENSG00000276848,KIR3DX1,protein_coding
ENSG00000223852,ZFP57,protein_coding
ENSG00000232302,RPS17P1,processed_pseudogene
ENSG00000232178,OR2J3,protein_coding
ENSG00000274513,LILRB2,protein_coding
ENSG00000223708,,unprocessed_pseudogene
ENSG00000234092,OR2H4P,unprocessed_pseudogene
ENSG00000223840,TRIM26BP,unprocessed_pseudogene
ENSG00000234063,MUC22,lncRNA
ENSG00000274646,RPS9,protein_coding
ENSG00000227961,RPL13AP,processed_pseudogene
ENSG00000249814,RPSAP2,processed_pseudogene
ENSG00000229470,GNL1,protein_coding
ENSG00000234417,,processed_pseudogene
ENSG00000230995,PPP1R10,protein_coding
ENSG00000262785,PKLR,protein_coding
ENSG00000231319,OR2B3,protein_coding
ENSG00000273984,MUC4,protein_coding
ENSG00000231041,LINC01556,protein_coding
ENSG00000233853,,unprocessed_pseudogene
ENSG00000137394,TRIM10,protein_coding
ENSG00000233700,TMPOP1,processed_pseudogene
ENSG00000239836,PSMB9,protein_coding
ENSG00000288613,,unprocessed_pseudogene
ENSG00000276066,VSTM1,protein_coding
ENSG00000281421,,TEC
ENSG00000275118,MBOAT7,protein_coding
ENSG00000260873,SNTB2,protein_coding
ENSG00000282005,LMNTD2-AS1,lncRNA
ENSG00000276429,PLCH2,protein_coding
ENSG00000262788,UTP4,protein_coding
ENSG00000273859,RASSF7,protein_coding
ENSG00000233312,C4B_2,protein_coding
ENSG00000275083,KIR3DL2,protein_coding
ENSG00000278360,,unprocessed_pseudogene
ENSG00000276139,KIR2DS2,protein_coding
ENSG00000274146,KIR3DL1,protein_coding
ENSG00000278384,,protein_coding
ENSG00000232253,,unprocessed_pseudogene
ENSG00000229552,HLA-T,unprocessed_pseudogene
ENSG00000206523,OR2J1,unprocessed_pseudogene
ENSG00000273122,RPL13P,processed_pseudogene
ENSG00000231973,OR2I1P,unprocessed_pseudogene
ENSG00000228738,TSBP1-AS1,lncRNA
ENSG00000263037,MTX1P1,unprocessed_pseudogene
ENSG00000262734,,unprocessed_pseudogene
ENSG00000229714,ZNF90P2,processed_pseudogene
ENSG00000263290,SCAMP3,protein_coding
ENSG00000206450,HLA-B,protein_coding
ENSG00000237051,GABBR1,protein_coding
ENSG00000274084,LAIR2,protein_coding
ENSG00000273572,CDHR5,protein_coding
ENSG00000233813,MRPS18B,protein_coding
ENSG00000226858,ZFP57,protein_coding
ENSG00000273529,HES5,protein_coding
ENSG00000278555,LILRB4,protein_coding
ENSG00000281197,TNFRSF14-AS1,lncRNA
ENSG00000241701,HCG17,lncRNA
ENSG00000228894,HCG18,lncRNA
ENSG00000262354,Y_RNA,misc_RNA
ENSG00000262579,U6,snRNA
ENSG00000281734,,lncRNA
ENSG00000274638,NLRP2,protein_coding
ENSG00000278300,KIR2DS2,protein_coding
ENSG00000275125,PRXL2B,protein_coding
ENSG00000263231,,unprocessed_pseudogene
ENSG00000263238,CTSO,protein_coding
ENSG00000262446,GBA1,protein_coding
ENSG00000281612,,unprocessed_pseudogene
ENSG00000280626,,unprocessed_pseudogene
ENSG00000234849,HLA-W,unprocessed_pseudogene
ENSG00000280578,,processed_pseudogene
ENSG00000231941,HCG4B,unprocessed_pseudogene
ENSG00000280504,,unprocessed_pseudogene
ENSG00000234079,HCG27,lncRNA
ENSG00000278216,UGT2A3,protein_coding
ENSG00000236843,NRM,protein_coding
ENSG00000274941,CNOT3,protein_coding
ENSG00000276979,KIR2DL4,protein_coding
ENSG00000281184,PSMB1,lncRNA
ENSG00000280722,,lncRNA
ENSG00000281761,,lncRNA
ENSG00000262505,ASIC5,protein_coding
ENSG00000275333,FAM120B,protein_coding
ENSG00000262635,TDO2,protein_coding
ENSG00000276061,NDUFA3,protein_coding
ENSG00000281308,UGT2B27P,unprocessed_pseudogene
ENSG00000280525,,processed_pseudogene
ENSG00000280794,,unprocessed_pseudogene
ENSG00000281547,UGT2B29P,unprocessed_pseudogene
ENSG00000275255,KIR3DP1,transcribed_unprocessed_pseudogene
ENSG00000275190,UGT2B10,protein_coding
ENSG00000290508,,lncRNA
ENSG00000231325,LY6G5C,protein_coding
ENSG00000281154,,unprocessed_pseudogene
ENSG00000281510,,unprocessed_pseudogene
ENSG00000275584,LILRA6,protein_coding
ENSG00000277132,UGT2B15,protein_coding
ENSG00000280740,,unprocessed_pseudogene
ENSG00000280720,,unprocessed_pseudogene
ENSG00000278061,MT2P1,processed_pseudogene
ENSG00000236587,,lncRNA
ENSG00000281704,,lncRNA
ENSG00000277400,,protein_coding
ENSG00000237724,HSPA1A,protein_coding
ENSG00000274058,TMPRSS11E,protein_coding
ENSG00000274847,MAFIP,protein_coding
ENSG00000276628,LENG1,protein_coding
ENSG00000225838,OR2P1P,unprocessed_pseudogene
ENSG00000230574,NOP56P1,processed_pseudogene
ENSG00000227228,UBDP1,unprocessed_pseudogene
ENSG00000226796,OR2H5P,unprocessed_pseudogene
ENSG00000206446,HLA-F-AS1,lncRNA
ENSG00000276766,NDUFA3,protein_coding
ENSG00000274545,LILRP1,unprocessed_pseudogene
ENSG00000278490,KIR3DL3,protein_coding
ENSG00000273506,,protein_coding
ENSG00000236251,HSPA1L,protein_coding
ENSG00000231488,ABHD16A,protein_coding
ENSG00000232272,,lncRNA
ENSG00000237006,,lncRNA
ENSG00000233490,GPSM3,protein_coding
ENSG00000237295,HNRNPA1P2,processed_pseudogene
ENSG00000236250,STK19,protein_coding
ENSG00000276526,LILRP1,unprocessed_pseudogene
ENSG00000276312,,misc_RNA
ENSG00000276700,RNA5-8SN4,rRNA
ENSG00000275757,5_8S_rRNA,rRNA
ENSG00000278270,RPS9,protein_coding
ENSG00000273739,,misc_RNA
ENSG00000281174,,unprocessed_pseudogene
ENSG00000276452,LILRB1,protein_coding
ENSG00000281127,,unprocessed_pseudogene
ENSG00000281890,,unprocessed_pseudogene
ENSG00000275272,YTHDC1,protein_coding
ENSG00000282598,,lncRNA
ENSG00000274473,SCT,protein_coding
ENSG00000274511,KIR3DL3,protein_coding
ENSG00000281122,MAD2L1-DT,lncRNA
ENSG00000282367,PTDSS2,protein_coding
ENSG00000274905,TMC4,protein_coding
ENSG00000275555,DLL1,protein_coding
ENSG00000229467,OR2I1P,unprocessed_pseudogene
ENSG00000278355,LILRA5,protein_coding
ENSG00000234101,OR2W1,protein_coding
ENSG00000277076,KIR2DL4,protein_coding
ENSG00000233466,MICC,unprocessed_pseudogene
ENSG00000236826,LSM2,protein_coding
ENSG00000280592,LINC01624,lncRNA
ENSG00000276341,RDH13,protein_coding
ENSG00000280883,,lncRNA
ENSG00000274078,TSEN34,protein_coding
ENSG00000226463,OR2W1,protein_coding
ENSG00000274185,LILRA4,protein_coding
ENSG00000272603,NOP56P1,processed_pseudogene
ENSG00000263324,HCN3,protein_coding
ENSG00000224229,,lncRNA
ENSG00000241408,,lncRNA
ENSG00000236927,OR14J1,protein_coding
ENSG00000234495,TRIM27,protein_coding
ENSG00000248496,ZBED9,protein_coding
ENSG00000277359,RPS9,protein_coding
ENSG00000274000,LILRA2,protein_coding
ENSG00000235966,OR12D2,protein_coding
ENSG00000262666,ENTREP3,protein_coding
ENSG00000273726,,processed_pseudogene
ENSG00000233046,OR5V1,protein_coding
ENSG00000278154,LAIR1,protein_coding
ENSG00000233505,KRT18P1,processed_pseudogene
ENSG00000278362,NCR1,protein_coding
ENSG00000227966,LINC01623,lncRNA
ENSG00000229071,PRRT1,protein_coding
ENSG00000282185,PTPRN2,protein_coding
ENSG00000229861,MRPS18B,protein_coding
ENSG00000278519,MBOAT7,protein_coding
ENSG00000239927,RPP21,protein_coding
ENSG00000262599,DENND11,protein_coding
ENSG00000277179,NLRP7,protein_coding
ENSG00000281019,LINC02982,lncRNA
ENSG00000276920,NKD2,protein_coding
ENSG00000224708,LY6G6E,protein_coding
ENSG00000225346,HCG4,unprocessed_pseudogene
ENSG00000223454,HCG21,lncRNA
ENSG00000227420,MRPS18B,protein_coding
ENSG00000261994,WEE2-AS1,lncRNA
ENSG00000234411,HCG14,lncRNA
ENSG00000272613,RPL13P,processed_pseudogene
ENSG00000272793,,lncRNA
ENSG00000225351,ZNF311,protein_coding
ENSG00000204692,OR12D3,protein_coding
ENSG00000279577,,processed_pseudogene
ENSG00000227389,DDX39BP2,unprocessed_pseudogene
ENSG00000275641,PCGF7P,processed_pseudogene
ENSG00000196231,OR2J2,protein_coding
ENSG00000279552,ZNF729,protein_coding
ENSG00000276219,ZNF676,protein_coding
ENSG00000233687,OR2B3,protein_coding
ENSG00000238289,MICB,protein_coding
ENSG00000278613,NAIP,protein_coding
ENSG00000272857,LINC01623,lncRNA
